name,line,voltage
NEWARK 0-RHOME 0-i_1260,"LINESTRING (-97.440809 32.998434618972404, -97.45919300000001 33.09095215487141",161.0
JACKSONVILLE 1 1-TYLER 7 0-i_3174,"LINESTRING (-94.953834 31.933739848500522, -95.310228 32.228975554374315",230.0
HOUSTON 18 0-HOUSTON 22 0-i_2455,"LINESTRING (-95.27053700000002 29.716023771561908, -95.30531 29.741063395721014",115.0
ODESSA 2 0-ODESSA 1 0-i_3,"LINESTRING (-102.25334800000002 31.90062364822749, -102.3084 31.82500733984199",115.0
ZEPHYR 0-GOLDTHWAITE 2 0-i_1147,"LINESTRING (-98.767277 31.680550078225306, -98.53771700000001 31.62122616613418",161.0
FORT WORTH 23 0-FORT WORTH 28 0-i_895,"LINESTRING (-97.41301500000002 32.66488052860689, -97.499881 32.633444676116014",161.0
SAN ANTONIO 19 0-SAN ANTONIO 17 0-i_1729,"LINESTRING (-98.455523 29.412591245945418, -98.452635 29.486399070030906",115.0
BURLESON 1-MANSFIELD 1-i_942,"LINESTRING (-97.29790700000001 32.530237882444496, -97.17973400000001 32.50154410714119",161.0
HOUSTON 55 0-HOUSTON 67 0-i_2489,"LINESTRING (-95.437594 29.91609877213401, -95.48639300000002 29.915198749571104",115.0
TRINIDAD 2 0-TRINIDAD 1 2-i_3111,"LINESTRING (-96.10982000000001 32.16048896872899, -96.07967700000002 32.106224246732",115.0
JACKSBORO 1 0-OLNEY 1 0-i_867,"LINESTRING (-98.31965200000002 33.0619360212675, -98.693944 33.377598754067705",500.0
AUSTIN 20 0-AUSTIN 16 0-i_1857,"LINESTRING (-97.73898900000002 30.268081643251207, -97.720203 30.279685937317403",115.0
BROWNSVILLE 2 0-BROWNSVILLE 1 0-i_662,"LINESTRING (-97.30714400000001 25.937448418873302, -97.51060000000001 25.906623725411485",230.0
MIAMI 1-WHEELER 0-i_174,"LINESTRING (-100.517011 35.648038404923994, -100.756905 35.82492538796749",161.0
PONDER 0-DENTON 6 0-i_862,"LINESTRING (-97.30802799999998 33.19629404994419, -97.18024400000002 33.22528584814511",161.0
ALLEN 2 0-RICHARDSON 1 0-i_1512,"LINESTRING (-96.690364 33.11191473032849, -96.659463 32.9891413645929",161.0
LENORAH 0-MIDLAND 2 0-i_53,"LINESTRING (-101.8277 32.2292095700582, -102.03329800000002 32.31558836615381",115.0
HOUSTON 4 2-HOUSTON 39 0-i_2691,"LINESTRING (-95.38095999999999 29.709792264146415, -95.387702 29.750972052268914",115.0
HASKELL 0-ROCHESTER 0-i_270,"LINESTRING (-99.639589 33.1166547754508, -99.633126 33.31681955532651",161.0
MISSION 1 1-MISSION 4 1-i_589,"LINESTRING (-98.36320000000002 26.175696438298097, -98.354566 26.222276155465096",115.0
HAMILTON 0-COMANCHE 0-i_1074,"LINESTRING (-98.178029 31.68068708726791, -98.60555300000001 31.88498761006321",161.0
RED OAK 0-DESOTO 0-i_1208,"LINESTRING (-96.803715 32.51934458803692, -96.860475 32.5970006887262",161.0
MOODY 0-GATESVILLE 3 0-i_1169,"LINESTRING (-97.38106100000002 31.2789327222181, -97.740672 31.48640451826432",161.0
KINGWOOD 2 0-KINGWOOD 1 0-i_2599,"LINESTRING (-95.217422 30.04428399193101, -95.154343 30.050612151206995",115.0
ODESSA 2 0-ODESSA 3 0-i_1,"LINESTRING (-102.25334800000002 31.90062364822749, -102.30342300000001 31.995022925591492",115.0
PROSPER 0-CELINA 0-i_1005,"LINESTRING (-96.804389 33.2394932395275, -96.749377 33.336492915612006",161.0
KILLEEN 3 1-SALADO 0-i_1340,"LINESTRING (-97.72481700000003 31.00346981975701, -97.58965000000002 30.91955939470162",161.0
BIG SPRING 1 0-STERLING CITY 1 1-i_45,"LINESTRING (-101.10770000000001 31.9863933510534, -100.8921 31.91998893462841",115.0
RICHARDSON 2 1-PLANO 5 0-i_1081,"LINESTRING (-96.73344 32.97364694061329, -96.737958 33.018853178102304",161.0
MEMPHIS 0-PANHANDLE 6 0-i_139,"LINESTRING (-100.503868 34.85134962291401, -100.985549 34.89485474885791",161.0
VICTORIA 1 0-POINT COMFORT 1 0-i_2980,"LINESTRING (-96.94521399999999 28.668770854419012, -96.549197 28.633752374787612",500.0
SAN ANTONIO 28 0-SAN ANTONIO 31 0-i_1669,"LINESTRING (-98.493826 29.631593670506195, -98.521662 29.587523575974096",115.0
RICHARDSON 2 1-DALLAS 19 0-i_995,"LINESTRING (-96.73344 32.97364694061329, -96.784613 32.994957523788216",161.0
CUMBY 0-POINT 0-i_3166,"LINESTRING (-95.794234 33.09206408763481, -95.903936 32.983221630427",115.0
CLIFTON 1 0 - MARKUM_SOLAR - 3282,"LINESTRING (-97.35770000000001 31.863285169870892, -97.38 31.69",161.0
SOUTH HOUSTON 0-HOUSTON 17 0-i_2500,"LINESTRING (-95.226184 29.65852934021411, -95.26533899999998 29.617916330655007",115.0
LUFKIN 2 0-HUNTINGTON 0-i_3029,"LINESTRING (-94.632414 31.2955538069836, -94.50098600000001 31.224354163821896",115.0
DALLAS 1 0-MANSFIELD 0-i_920,"LINESTRING (-96.63724400000001 32.646186021553305, -97.184054 32.50154410714119",500.0
HOUSTON 64 0-HOUSTON 65 0-i_2988,"LINESTRING (-95.47577200000002 29.6728366961662, -95.48255 29.618232338505507",115.0
SCHERTZ 0-SAN ANTONIO 5 0-i_1861,"LINESTRING (-98.25904200000001 29.544562510412298, -98.356683 29.553532732784014",115.0
DEER PARK 1-BAYTOWN 1 1-i_2484,"LINESTRING (-95.114456 29.720683887687706, -94.8995 29.6718976727995",230.0
TRINIDAD 1 2-MALAKOFF 0-i_3181,"LINESTRING (-96.07967700000002 32.106224246732, -96.00523 32.12137235351071",115.0
PANHANDLE 4 0-MIAMI 0-i_161,"LINESTRING (-101.235056 35.42163286871961, -100.527811 35.648038404923994",500.0
GIDDINGS 0-LEXINGTON 0-i_1995,"LINESTRING (-96.914038 30.16139897934819, -96.83115800000002 30.348609833435408",115.0
DALLAS 39 0-DALLAS 30 0-i_1232,"LINESTRING (-96.87251799999999 32.86611000291061, -96.82187400000001 32.845890451502704",161.0
ROCKDALE 1 0-PFLUGERVILLE 0-i_1689,"LINESTRING (-97.04603200000001 30.55967127726221, -97.59026000000001 30.4360509097312",500.0
DALLAS 3 1-BALCH SPRINGS 0-i_1525,"LINESTRING (-96.66990900000002 32.707882695939915, -96.616485 32.71417786694259",161.0
SUGAR LAND 1 0-STAFFORD 0-i_2424,"LINESTRING (-95.602093 29.617808327972007, -95.564368 29.621806427300708",115.0
ANGUS_SOLAR - WACO 2 1 - 3281,"LINESTRING (-97.26 31.69, -97.07691 31.61482274425611",161.0
NEW BRAUNFELS 2 2-NEW BRAUNFELS 3 0-i_1764,"LINESTRING (-98.066406 29.689372510142487, -98.186862 29.75632277632369",115.0
GLOVE_SOLAR - UVALDE 1 - 3345,"LINESTRING (-99.7 29.21, -100.00687000000002 29.144723767626097",230.0
DALLAS 24 0-DALLAS 12 0-i_830,"LINESTRING (-96.793734 32.9672827665192, -96.74393899999998 32.87106613811552",161.0
PLANO 2 0-PLANO 1 0-i_840,"LINESTRING (-96.669564 33.02914646008381, -96.611882 33.019378192483",161.0
GARLAND 2 0-SACHSE 0-i_1199,"LINESTRING (-96.61618200000001 32.9264846511817, -96.577283 32.96659174761798",161.0
MC GREGOR 0-GATESVILLE 3 0-i_1388,"LINESTRING (-97.52213399999998 31.40337285629871, -97.740672 31.48640451826432",161.0
BAY CITY 0 - THICKGRASS SOLAR - 3333,"LINESTRING (-95.82845 28.7821687036371, -95.94 28.85",230.0
BIG SPRING 7 0-BIG SPRING 5 0-i_14,"LINESTRING (-101.356434 32.0968117129129, -101.37933299999999 32.201407707471816",115.0
KNOX CITY 0-ASPERMONT 0-i_189,"LINESTRING (-99.844667 33.42582809065491, -100.236133 33.17703792464359",161.0
SPRING 3 0-SPRING 5 0-i_2725,"LINESTRING (-95.46475999999998 30.134481265014582, -95.49736000000001 30.17575830730649",115.0
DEVINE 0-PEARSALL 1-i_761,"LINESTRING (-99.159888 29.129547839010886, -99.0559 28.92119813472441",115.0
DALLAS 44 0-CEDAR HILL 0-i_1094,"LINESTRING (-96.961022 32.63365168172731, -96.96107500000001 32.577754167669504",161.0
EDGEWOOD 0 - GSE_ELEVEN - 3274,"LINESTRING (-95.845461 32.70895493608249, -95.86 32.57",115.0
WEST 0-WACO 2 1-i_1394,"LINESTRING (-97.234292 31.810072642355312, -97.07691 31.61482274425611",161.0
RIVIERA 0-SARITA 1 1-i_727,"LINESTRING (-97.89237 27.132739526661698, -97.753167 27.21665334296649",115.0
LEANDER 1 2-LIBERTY HILL 0-i_1661,"LINESTRING (-97.903577 30.5563510651253, -97.93782600000002 30.68840335967631",115.0
MARION 2 0-MARION 1 2-i_1612,"LINESTRING (-98.043976 29.597948834763802, -98.1275 29.616889102008297",115.0
POOLVILLE 0-PALO PINTO 1 0-i_1297,"LINESTRING (-97.89230000000002 33.05226535834791, -98.29230000000001 32.65203807393819",500.0
SPRING 7 0-WILLIS 1 0-i_2635,"LINESTRING (-95.52459900000001 30.038382843429996, -95.51059999999998 30.429391969007707",500.0
FORT WORTH 2 0-FORT WORTH 6 0-i_1170,"LINESTRING (-97.177363 32.773493479634304, -97.265832 32.72162406924979",161.0
SPRING BRANCH 0-CANYON LAKE 0-i_1898,"LINESTRING (-98.387367 29.892263174801005, -98.22463099999999 29.96864409047391",115.0
HOUSTON 86 0-HOUSTON 89 0-i_2791,"LINESTRING (-95.59964200000002 29.92405997174221, -95.64763400000001 29.90671853700871",115.0
THREE RIVERS 0-GEORGE WEST 0-i_736,"LINESTRING (-98.56418600000002 28.304007990713806, -98.13405100000001 28.251132842701317",115.0
SAN ANTONIO 22 1-SAN ANTONIO 7 0-i_1942,"LINESTRING (-98.470412 29.275767875508507, -98.368289 29.352429762194802",115.0
LITTLE ELM 0-LAKE DALLAS 0-i_1055,"LINESTRING (-96.94695100000001 33.1740844388876, -97.00186900000001 33.107938621153",161.0
HOUSTON 48 0-HOUSTON 62 0-i_2650,"LINESTRING (-95.41333300000002 29.79574976054061, -95.47080900000002 29.827525554622007",115.0
HOUSTON 69 0-HOUSTON 76 0-i_2744,"LINESTRING (-95.49245800000001 29.954738741390297, -95.527601 29.985951525169504",115.0
TEMPLE 3 0-TROY 0-i_901,"LINESTRING (-97.36462600000002 31.1317221372152, -97.256253 31.189745910337493",161.0
EDEN 0-MASON 0-i_426,"LINESTRING (-99.88721200000002 31.2166066591552, -99.561053 30.836940066061498",115.0
GRAND PRAIRIE 2 0-IRVING 3 0-i_1364,"LINESTRING (-97.005789 32.77424950020599, -96.951303 32.7941870428682",161.0
NEW BRAUNFELS 2 0-MARION 1 0-i_1756,"LINESTRING (-98.066406 29.694376232341686, -98.13470000000001 29.621896429536815",500.0
ALPINE 0-FORT STOCKTON 1 0-i_56,"LINESTRING (-103.21336000000001 29.795846024417514, -102.49680800000002 30.766388525922405",115.0
MARBLE FALLS 2 1-BURNET 0-i_2048,"LINESTRING (-98.2952 30.549799646599485, -98.272225 30.79453333597571",230.0
MERKEL 3 0-ABILENE 4 0-i_305,"LINESTRING (-100.02372300000002 32.46754659624139, -99.658488 32.329593307201094",115.0
ABILENE 5 0-HAWLEY 0-i_459,"LINESTRING (-99.70689400000002 32.4561598281831, -99.82164200000001 32.62440920131271",115.0
DALLAS 44 0-CEDAR HILL 0-i_1095,"LINESTRING (-96.961022 32.63365168172731, -96.96107500000001 32.577754167669504",161.0
DUBLIN 2 0-STEPHENVILLE 1-i_937,"LINESTRING (-98.33962000000001 32.06919986983959, -98.175117 32.2761477179342",161.0
DALLAS 36 0-DALLAS 42 0-i_1166,"LINESTRING (-96.86073900000001 32.89087667873379, -96.888121 32.92077149509339",161.0
MUENSTER 1 0-MUENSTER 2 0-i_244,"LINESTRING (-97.41940600000001 33.727018023699195, -97.37385500000002 33.67608947246801",161.0
ANNONA 0-BAGWELL 0-i_253,"LINESTRING (-94.881845 33.4922166904937, -95.14296600000002 33.795884833282116",161.0
SEBASTIAN 1 0-HARLINGEN 1 0-i_653,"LINESTRING (-97.65780000000001 26.342467843903417, -97.658502 26.249065643788807",115.0
BREMOND 0-RIESEL 1 0-i_1515,"LINESTRING (-96.68423 31.085759152857804, -96.93914900000001 31.468237107671296",500.0
CHANNELVIEW 1 2-CHANNELVIEW 2 0-i_2822,"LINESTRING (-95.09333 29.8061044515485, -95.047291 29.830040617506594",115.0
PLEASANTON 0-LEMING 0-i_796,"LINESTRING (-98.419996 28.929477637984895, -98.47821 29.068029785587207",115.0
HOUSTON 4 1-HOUSTON 5 1-i_2619,"LINESTRING (-95.38095999999999 29.718546834432193, -95.5162 29.9392043515847",230.0
BAYTOWN 3 0-BAYTOWN 1 1-i_2716,"LINESTRING (-94.99007700000001 29.751016643956905, -94.8995 29.6718976727995",230.0
PEARLAND 2 0-HOUSTON 13 0-i_2434,"LINESTRING (-95.346468 29.542819467209306, -95.222001 29.584454499805208",115.0
BAYTOWN 3 0-PASADENA 1 1-i_2856,"LINESTRING (-94.99007700000001 29.751016643956905, -95.19587800000001 29.72083189137611",230.0
SANDIA 0-GEORGE WEST 0-i_735,"LINESTRING (-97.953915 28.086809093890796, -98.13405100000001 28.251132842701317",115.0
HOUSTON 6 0-PASADENA 1 0-i_2910,"LINESTRING (-95.215109 29.819702359047994, -95.203078 29.72083189137611",500.0
SUGAR LAND 1 0-STAFFORD 0-i_2420,"LINESTRING (-95.602093 29.617808327972007, -95.564368 29.621806427300708",115.0
NAVASOTA 0-ANDERSON 0-i_3023,"LINESTRING (-96.04576600000003 30.363081752552706, -96.002435 30.521784857838508",115.0
HOUSTON 55 0-HOUSTON 66 0-i_2783,"LINESTRING (-95.437594 29.91609877213401, -95.484762 30.00456899302221",115.0
ROSCOE 5 1-ROSCOE 4 0-i_385,"LINESTRING (-100.5087 32.290899766285506, -100.47430000000001 32.230853680250306",115.0
WACO 1 1-WACO 3 0-i_993,"LINESTRING (-97.06225399999998 31.469530192503402, -97.118249 31.57068983872051",161.0
PRINCETON 0-MCKINNEY 1 1-i_904,"LINESTRING (-96.479557 33.14933575839979, -96.587266 33.164533176213496",161.0
ELSA 0-EDINBURG 1 0-i_655,"LINESTRING (-98.030361 26.301376554056098, -98.083002 26.445030573774606",115.0
TOLAR 0-LIPAN 0-i_823,"LINESTRING (-97.91535399999998 32.356567120702316, -97.999849 32.520944201207215",161.0
AXTELL 0-ELM MOTT 0-i_1220,"LINESTRING (-96.94612900000001 31.6549183871479, -97.064707 31.690492734532512",161.0
FORT WORTH 18 0-FORT WORTH 16 0-i_1470,"LINESTRING (-97.355932 32.81408258467941, -97.34235500000001 32.879388365189115",161.0
WILLIS 1 2-CONROE 7 0-i_2521,"LINESTRING (-95.51059999999998 30.420079181671394, -95.501408 30.322060011992008",115.0
MIAMI 0 - SHORTON 2 - 3230,"LINESTRING (-100.527811 35.648038404923994, -100.06 34.25",500.0
TUSCOLA 0-GOLDSBORO 0-i_357,"LINESTRING (-99.817041 32.267993170761585, -99.68565000000001 32.04597232051239",115.0
HOWE 0-PROSPER 0-i_232,"LINESTRING (-96.73864500000002 33.448365010567784, -96.804389 33.2394932395275",161.0
MERKEL 3 0-TRENT 2 0-i_307,"LINESTRING (-100.02372300000002 32.46754659624139, -100.20387499999998 32.658797532294294",115.0
LUFKIN 2 0-DIBOLL 0-i_3075,"LINESTRING (-94.632414 31.2955538069836, -94.749734 31.18077332646279",115.0
FORT WORTH 6 0-FORT WORTH 11 0-i_1311,"LINESTRING (-97.265832 32.72162406924979, -97.314201 32.72626519536611",161.0
SAN ANTONIO 44 0-SAN ANTONIO 2 2-i_1752,"LINESTRING (-98.620448 29.622221437611895, -98.5995 29.5813864574687",115.0
LAMPASAS 0-LOMETA 0-i_351,"LINESTRING (-98.25034000000001 31.096211831197405, -98.36774199999999 31.25106890486369",115.0
TEMPLE 1 0-RIESEL 1 0-i_1412,"LINESTRING (-97.306422 31.049664812048306, -96.93914900000001 31.468237107671296",500.0
MAYPEARL 0-MIDLOTHIAN 1 1-i_1509,"LINESTRING (-97.033619 32.29993267680521, -97.04506000000002 32.42776911654429",161.0
MERCEDES 0-HARLINGEN 1 0-i_534,"LINESTRING (-97.822112 26.1423677244398, -97.658502 26.249065643788807",115.0
FORT WORTH 10 0-KELLER 2 1-i_859,"LINESTRING (-97.30688600000002 32.9729449214079, -97.27527399999998 32.925619627546986",161.0
PIPE CREEK 0-BOERNE 2 1-i_1909,"LINESTRING (-98.907616 29.687190053419496, -98.697635 29.856719284854496",115.0
LEAGUE CITY 0-TEXAS CITY 1 0-i_2397,"LINESTRING (-95.082987 29.501283438387105, -94.91582900000002 29.3888876610184",230.0
MAGNOLIA 1 0-CYPRESS 1 1-i_2701,"LINESTRING (-95.642894 30.214369283446914, -95.66080400000001 29.995280759578108",230.0
BROWNSVILLE 2 0-BROWNSVILLE 1 0-i_661,"LINESTRING (-97.30714400000001 25.937448418873302, -97.51060000000001 25.906623725411485",230.0
CORSICANA 2 0-FAIRFIELD 2 0-i_1253,"LINESTRING (-96.62174700000001 32.05183571151851, -96.03640000000001 31.814481934451507",500.0
WHITESBORO 0-SHERMAN 1 1-i_204,"LINESTRING (-96.92712100000001 33.737905783513, -96.58189300000001 33.57657454698819",161.0
ALEDO 1 1-FORT WORTH 20 0-i_880,"LINESTRING (-97.49980000000001 32.718176975589984, -97.375938 32.6504931383529",161.0
SAN ANTONIO 7 0-SAN ANTONIO 9 0-i_2155,"LINESTRING (-98.368289 29.352429762194802, -98.390714 29.41564232126721",115.0
GREENVILLE 2 0-GREENVILLE 1 1-i_953,"LINESTRING (-96.075274 33.062420054452296, -96.0904 33.1646730744551",161.0
ARP 0-TYLER 2 0-i_3004,"LINESTRING (-95.068715 32.261451731918214, -95.16896400000002 32.295437012742504",115.0
HOUSTON 39 0-HOUSTON 45 0-i_2813,"LINESTRING (-95.387702 29.750972052268914, -95.427498 29.757900393431",115.0
SAN YGNACIO 0-FALCON HEIGHTS 2 0-i_564,"LINESTRING (-99.32183000000002 27.12182490121719, -99.094088 26.671762313868392",115.0
FORT WORTH 4 0-SOUTHLAKE 0-i_1442,"LINESTRING (-97.248532 32.86600199996451, -97.144982 32.957505499117",161.0
KNOX CITY 0-SEYMOUR 0-i_190,"LINESTRING (-99.844667 33.42582809065491, -99.234765 33.61514922934559",161.0
DECATUR 0-FORESTBURG 0-i_155,"LINESTRING (-97.505178 33.2702993461964, -97.436189 33.46561084609758",161.0
LA PORTE 0-LAPORTE 2-i_2543,"LINESTRING (-95.037022 29.69233618154429, -95.04542700000002 29.719271744484594",115.0
PFLUGERVILLE_SOLAR 2 - AUSTIN 2 1 - 3258,"LINESTRING (-97.58 30.41, -97.5985 30.207311104921697",230.0
RICHMOND 1 0-THOMPSONS 2-i_2330,"LINESTRING (-95.67658600000001 29.480170915947696, -95.6167 29.474024945058016",115.0
IRVING 5 0-IRVING 2 0-i_1189,"LINESTRING (-96.993135 32.872414174893514, -96.938508 32.882840459395084",161.0
RHOME 0-JUSTIN 0-i_1259,"LINESTRING (-97.45919300000001 33.09095215487141, -97.33689900000002 33.09758033679089",161.0
DALLAS 2 1-DALLAS 40 0-i_1464,"LINESTRING (-96.92139999999999 32.72067704351759, -96.874436 32.8111555049485",161.0
HOUSTON 66 0-SPRING 7 2-i_2641,"LINESTRING (-95.484762 30.00456899302221, -95.52459900000001 30.03464299095081",115.0
MOODY 0-LORENA 0-i_1015,"LINESTRING (-97.38106100000002 31.2789327222181, -97.193495 31.262489649579898",161.0
SAN ANTONIO 40 0-SAN ANTONIO 45 0-i_1626,"LINESTRING (-98.567679 29.458138371104788, -98.62670300000002 29.40411503673089",115.0
DONNA 0-EDINBURG 2 0-i_520,"LINESTRING (-98.049657 26.155437448313194, -98.17429500000003 26.27423304328131",115.0
TEMPLE 1 1 - SPANISH CROWN 1 - 3294,"LINESTRING (-97.288422 31.049664812048306, -97.26 31.13",161.0
GEORGETOWN 1 0-GEORGETOWN 2 0-i_1905,"LINESTRING (-97.614595 30.65664454529892, -97.749577 30.645446258327613",115.0
BEEVILLE 0-GOLIAD 0-i_581,"LINESTRING (-97.70162 28.401378801973113, -97.570237 28.561954425347704",115.0
VENUS 0-MAYPEARL 0-i_1263,"LINESTRING (-97.086728 32.4238910120167, -97.033619 32.29993267680521",161.0
HOUSTON 2 0-HOUSTON 57 0-i_2561,"LINESTRING (-95.23860000000003 29.949704615048507, -95.443009 29.950133625814704",115.0
SULLIVAN CITY 0-MISSION 1 1-i_675,"LINESTRING (-98.558191 26.247269543960094, -98.36320000000002 26.175696438298097",115.0
FORT WORTH 4 0-FORT WORTH 9 0-i_1443,"LINESTRING (-97.248532 32.86600199996451, -97.287923 32.857265761682",161.0
DUNCANVILLE 1 0-DALLAS 34 0-i_1280,"LINESTRING (-96.908282 32.658235348339204, -96.837348 32.6584373538186",161.0
AUSTIN 27 0-ROUND ROCK 4 0-i_2059,"LINESTRING (-97.79310000000001 30.20435503016379, -97.72129800000002 30.5318743532431",230.0
OVERTON 0-ARP 0-i_3003,"LINESTRING (-94.92753500000002 32.24424957826159, -95.068715 32.261451731918214",115.0
SEADRIFT 0-PALACIOS 0-i_2508,"LINESTRING (-96.565173 28.423294112439002, -96.180925 28.617102741874014",115.0
WINCHESTER 2-SMITHVILLE 0-i_1846,"LINESTRING (-96.95150000000001 30.022516305786304, -97.173148 30.00766429463919",115.0
PFLUGERVILLE 1-CEDAR PARK 1-i_1694,"LINESTRING (-97.58594 30.4360509097312, -97.81556 30.50146757711399",230.0
NEMO 0-GRANBURY 1 1-i_1453,"LINESTRING (-97.64614100000001 32.26013364350169, -97.695686 32.34030338183329",161.0
HOUSTON 26 0-HOUSTON 23 0-i_2729,"LINESTRING (-95.325288 29.797687808950695, -95.310727 29.7706791345648",115.0
IRAAN 3 0-SHEFFIELD 0-i_98,"LINESTRING (-101.9118 30.878520746255205, -101.77553 30.590800267185404",115.0
DICKINSON 0-LEAGUE CITY 1-i_2373,"LINESTRING (-95.027451 29.454258275192284, -95.078667 29.501283438387105",115.0
CUERO 2 1-CUERO 1 0-i_1975,"LINESTRING (-97.26081300000003 29.090743466577308, -97.316636 29.123424464446497",115.0
BRYAN 3 0-COLLEGE STATION 2 1-i_3178,"LINESTRING (-96.30308399999998 30.7915511441138, -96.30438399999998 30.6028960409023",115.0
WORTHAM 0-ATHENS 2 0-i_3144,"LINESTRING (-96.424735 31.8873667679995, -95.897047 32.08824814114829",115.0
MISSOURI CITY 1 0-HOUSTON 83 0-i_2325,"LINESTRING (-95.51194900000002 29.59792983429211, -95.581217 29.697186302317807",115.0
DALLAS 4 0-GARLAND 3 0-i_1218,"LINESTRING (-96.675838 32.8225038141009, -96.646086 32.962190627243515",161.0
FANNIN 0-VICTORIA 2 1-i_559,"LINESTRING (-97.20336700000001 28.706485129612496, -96.97399999999999 28.78198969280541",230.0
CHILDRESS 0-MEMPHIS 0-i_138,"LINESTRING (-100.800848 34.44128832666441, -100.503868 34.85134962291401",161.0
FORT WORTH 16 0-HASLET 0-i_1050,"LINESTRING (-97.34235500000001 32.879388365189115, -97.373655 32.98420822958651",161.0
IRAAN 3 0-SHEFFIELD 0-i_99,"LINESTRING (-101.9118 30.878520746255205, -101.77553 30.590800267185404",115.0
LAREDO 1 1-LAREDO 7 1-i_499,"LINESTRING (-99.4729 27.56031721101819, -99.66388200000002 27.8271417951826",115.0
CADDO MILLS 0-JOSEPHINE 0-i_1119,"LINESTRING (-96.21853400000002 33.0638704119112, -96.305404 33.063805410128595",161.0
GARLAND 1 1-SUNNYVALE 0-i_1441,"LINESTRING (-96.56768500000001 32.85519770528371, -96.543963 32.798089149110396",161.0
PLANO 6 0-CARROLLTON 2 0-i_1188,"LINESTRING (-96.799086 33.073008662549604, -96.893142 33.0028467397653",161.0
GROESBECK 0-MEXIA 0-i_961,"LINESTRING (-96.51101300000002 31.496916989935094, -96.45913700000001 31.648789983001805",161.0
LA JOYA 0-PENITAS 0-i_610,"LINESTRING (-98.485493 26.236354937453513, -98.46716400000001 26.315153321408395",115.0
RIVIERA 0-SARITA 1 1-i_726,"LINESTRING (-97.89237 27.132739526661698, -97.753167 27.21665334296649",115.0
CORPUS CHRISTI 2 0-CORPUS CHRISTI 18 0-i_573,"LINESTRING (-97.51909999999998 27.825832718387318, -97.587306 27.831880073175398",115.0
VALLEY VIEW 0-GAINESVILLE 0-i_227,"LINESTRING (-97.12495200000001 33.45562521173879, -97.16735 33.655590044385484",161.0
